region,subregion,name,party,votes,winner
BUDAPEST,Budapest XI. kerület,DR. SIMICSKÓ ISTVÁN,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,21864.0,False
BUDAPEST,Budapest XI. kerület,NOVÁK ELŐD,MI HAZÁNK MOZGALOM,1653.0,False
BUDAPEST,Budapest XI. kerület,MENDLY MIKLÓS,MAGYAR KÉTFARKÚ KUTYA PÁRT,1607.0,False
BUDAPEST,Budapest XI. kerület,SZENES GÁBOR,MEGOLDÁS MOZGALOM,458.0,False
BUDAPEST,Budapest XI. kerület,BILLEIN PIROSKA,NORMÁLIS ÉLET PÁRTJA,159.0,False
BUDAPEST,Budapest XI. kerület,BARABÁS GYÖRGY,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,56.0,False
BUDAPEST,Budapest XII. kerület,HAJNAL MIKLÓS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,25323.0,True
BUDAPEST,Budapest XII. kerület,DR. FÜRJES BALÁZS,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,21872.0,False
BUDAPEST,Budapest XII. kerület,KOVÁCS GERGELY,MAGYAR KÉTFARKÚ KUTYA PÁRT,2861.0,False
BUDAPEST,Budapest XII. kerület,DR. GRUNDTNER ANDRÁS,MI HAZÁNK MOZGALOM,1163.0,False
BUDAPEST,Budapest XII. kerület,HAJDU MÁRIA,Független jelölt,680.0,False
BUDAPEST,Budapest XII. kerület,JENEI DÁVID,MEGOLDÁS MOZGALOM,398.0,False
BUDAPEST,Budapest XIII. kerület,HISZÉKENY DEZSŐ,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,35248.0,True
BUDAPEST,Budapest XIII. kerület,HARRACH TAMÁS,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,17697.0,False
BUDAPEST,Budapest XIII. kerület,DR. ALEVA MÁRTA,MAGYAR KÉTFARKÚ KUTYA PÁRT,2445.0,False
BUDAPEST,Budapest XIII. kerület,NAGY ZSOLT,MI HAZÁNK MOZGALOM,1907.0,False
BUDAPEST,Budapest XIII. kerület,HALMI BAJNOK,MEGOLDÁS MOZGALOM,675.0,False
BUDAPEST,Budapest XIII. kerület,DR. VARGA ISTVÁN KÁROLY,NORMÁLIS ÉLET PÁRTJA,263.0,False
BUDAPEST,Budapest XIV. kerület,DR. HADHÁZY ÁKOS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,30159.0,True
BUDAPEST,Budapest XIV. kerület,BORBÉLY ÁDÁM,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,20373.0,False
BUDAPEST,Budapest XIV. kerület,CZEGLÉDI JÁNOS,MI HAZÁNK MOZGALOM,2108.0,False
BUDAPEST,Budapest XIV. kerület,RÓZSA REGINA,MAGYAR KÉTFARKÚ KUTYA PÁRT,1946.0,False
BUDAPEST,Budapest XIV. kerület,JANICSÁK ISTVÁN,MEGOLDÁS MOZGALOM,816.0,False
BUDAPEST,Budapest XIV. kerület,DUMA NORBERT,NORMÁLIS ÉLET PÁRTJA,255.0,False
BUDAPEST,Budapest XIV. kerület,KARACS LAJOSNÉ,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,104.0,False
BUDAPEST,Budapest XV. kerület,BARKÓCZI BALÁZS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,23397.0,True
BUDAPEST,Budapest XV. kerület,DR. PINTÉR GÁBOR,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,21987.0,False
BUDAPEST,Budapest XV. kerület,TAKÁCS ANDRÁS,MI HAZÁNK MOZGALOM,2559.0,False
BUDAPEST,Budapest XV. kerület,STEIMETZ ALEX,MAGYAR KÉTFARKÚ KUTYA PÁRT,2282.0,False
BUDAPEST,Budapest XV. kerület,SZABÓ NORBERT ÁDÁM,MEGOLDÁS MOZGALOM,1131.0,False
BUDAPEST,Budapest XV. kerület,HUSZÁR CLAUDIA,NORMÁLIS ÉLET PÁRTJA,347.0,False
BUDAPEST,Budapest XV. kerület,GALLAI DÁVID,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,161.0,False
BUDAPEST,Budapest XVI. kerület,VAJDA ZOLTÁN,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,25080.0,True
BUDAPEST,Budapest XVI. kerület,SZATMÁRY KRISTÓF,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,24612.0,False
BUDAPEST,Budapest XVI. kerület,NAGYNÉ HOLLÓSI ÉVA,MI HAZÁNK MOZGALOM,1833.0,False
BUDAPEST,Budapest XVI. kerület,BOJTI BENCE,MAGYAR KÉTFARKÚ KUTYA PÁRT,1749.0,False
BUDAPEST,Budapest XVI. kerület,SCHAFFER VIKTOR,Független jelölt,666.0,False
BUDAPEST,Budapest XVI. kerület,DR. STELLI-KIS SÁNDOR,MEGOLDÁS MOZGALOM,610.0,False
BUDAPEST,Budapest XVI. kerület,DR. SZANYI TIBOR,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,393.0,False
BUDAPEST,Budapest XVI. kerület,DR. ZSIDRÓ LÁSZLÓ,NORMÁLIS ÉLET PÁRTJA,229.0,False
BUDAPEST,Budapest XVII. kerület,DUNAI MÓNIKA,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,25114.0,True
BUDAPEST,Budapest XVII. kerület,SZILÁGYI GYÖRGY,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,24733.0,False
BUDAPEST,Budapest XVII. kerület,FAZEKAS LÁSZLÓ,MI HAZÁNK MOZGALOM,2875.0,False
BUDAPEST,Budapest XVII. kerület,SZIN RICHÁRD,MAGYAR KÉTFARKÚ KUTYA PÁRT,2172.0,False
BUDAPEST,Budapest XVII. kerület,HAJMÁSI GERGELY,MEGOLDÁS MOZGALOM,875.0,False
BUDAPEST,Budapest XVII. kerület,TOMASOVSZKI LÁSZLÓ,NORMÁLIS ÉLET PÁRTJA,339.0,False
BUDAPEST,Budapest XVII. kerület,ZOLLAI ANDRÁS,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,132.0,False
BUDAPEST,Budapest XVIII. kerület,KUNHALMI ÁGNES,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,25946.0,True
BUDAPEST,Budapest XVIII. kerület,DR. LÉVAI ISTVÁN ZOLTÁN,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,25166.0,False
BUDAPEST,Budapest XVIII. kerület,ÁRVAI CSABA,MI HAZÁNK MOZGALOM,2559.0,False
BUDAPEST,Budapest XVIII. kerület,SZOKOR MÁRTON,MAGYAR KÉTFARKÚ KUTYA PÁRT,1860.0,False
BUDAPEST,Budapest XVIII. kerület,JUHÁSZ ISTVÁN,Független jelölt,1678.0,False
BUDAPEST,Budapest XVIII. kerület,TABI TÜNDE,MEGOLDÁS MOZGALOM,679.0,False
BUDAPEST,Budapest XVIII. kerület,SINKA ZOLTÁNNÉ,NORMÁLIS ÉLET PÁRTJA,291.0,False
BUDAPEST,Budapest XX. kerület,DR. HILLER ISTVÁN,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,22856.0,True
BUDAPEST,Budapest XX. kerület,FÖLDESI GYULA,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,20880.0,False
BUDAPEST,Budapest XX. kerület,HRIVNÁK PÁL,MI HAZÁNK MOZGALOM,2410.0,False
BUDAPEST,Budapest XX. kerület,SZENTESI SZABOLCS,MAGYAR KÉTFARKÚ KUTYA PÁRT,2039.0,False
BUDAPEST,Budapest XX. kerület,HORVÁTH ELEMÉR,MEGOLDÁS MOZGALOM,629.0,False
BUDAPEST,Budapest XX. kerület,GARAI VERONIKA,NORMÁLIS ÉLET PÁRTJA,367.0,False
BUDAPEST,Budapest XX. kerület,SZÉKELY SÁNDOR,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,133.0,False
BUDAPEST,Budapest XXI. kerület,DR. SZABÓ SZABOLCS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,24595.0,True
BUDAPEST,Budapest XXI. kerület,NÉMETH SZILÁRD ISTVÁN,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,22055.0,False
BUDAPEST,Budapest XXI. kerület,KOVÁCS ATTILA,MI HAZÁNK MOZGALOM,3035.0,False
BUDAPEST,Budapest XXI. kerület,CSIZMADIA CSEKE,MAGYAR KÉTFARKÚ KUTYA PÁRT,1787.0,False
BUDAPEST,Budapest XXI. kerület,KOLLER SÁNDOR,MEGOLDÁS MOZGALOM,905.0,False
BUDAPEST,Budapest XXI. kerület,JÁRÓ ARNOLDNÉ,NORMÁLIS ÉLET PÁRTJA,291.0,False
BUDAPEST,Budapest XXI. kerület,PÁL ÉVA,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,238.0,False
BUDAPEST,Budapest XXII. kerület,TÓTH ENDRE,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,28964.0,True
BUDAPEST,Budapest XXII. kerület,NÉMETH ZSOLT,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,25120.0,False
BUDAPEST,Budapest XXII. kerület,ESZE TAMÁS,MI HAZÁNK MOZGALOM,2531.0,False
BUDAPEST,Budapest XXII. kerület,OZSVÁT ATTILA,MAGYAR KÉTFARKÚ KUTYA PÁRT,2019.0,False
BUDAPEST,Budapest XXII. kerület,PAPP ZOLTÁN,MEGOLDÁS MOZGALOM,613.0,False
BUDAPEST,Budapest XXII. kerület,SZABÓ GÁBOR DÁNIEL,NORMÁLIS ÉLET PÁRTJA,425.0,False
BUDAPEST,Budapest XXII. kerület,SCHLENK RICHÁRD,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,89.0,False
BÁCS-KISKUN,Baja,ZSIGÓ RÓBERT,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,23976.0,True
BÁCS-KISKUN,Baja,KISS LÁSZLÓ,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,13697.0,False
BÁCS-KISKUN,Baja,ÉBERLING BALÁZS,MI HAZÁNK MOZGALOM,3017.0,False
BÁCS-KISKUN,Baja,GARAMI ARTÚR,MAGYAR KÉTFARKÚ KUTYA PÁRT,827.0,False
BÁCS-KISKUN,Baja,ALMÁSI TERÉZIA,MEGOLDÁS MOZGALOM,354.0,False
BÁCS-KISKUN,Kalocsa,FONT SÁNDOR,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,26592.0,True
BÁCS-KISKUN,Kalocsa,DR. MAGÓNÉ TÓTH GYÖNGYI MÁRIA,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,13464.0,False
BÁCS-KISKUN,Kalocsa,SZABÓ PATRIK,MI HAZÁNK MOZGALOM,2778.0,False
BÁCS-KISKUN,Kalocsa,DR. KUDRON-TONIGOLD NÁNDOR,MEGOLDÁS MOZGALOM,1311.0,False
BÁCS-KISKUN,Kalocsa,TARA LAJOS,NORMÁLIS ÉLET PÁRTJA,395.0,False
BÁCS-KISKUN,Kecskemét 1,DR. SALACZ LÁSZLÓ,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,27420.0,True
BÁCS-KISKUN,Kecskemét 1,SZŐKÉNÉ KOPPING RITA,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,13464.0,False
BÁCS-KISKUN,Kecskemét 1,ERŐS ERZSÉBET,MI HAZÁNK MOZGALOM,3425.0,False
BÁCS-KISKUN,Kecskemét 1,KORDIK SZABOLCS,MAGYAR KÉTFARKÚ KUTYA PÁRT,1691.0,False
BÁCS-KISKUN,Kecskemét 1,ÁBRAHÁM ATTILÁNÉ,NORMÁLIS ÉLET PÁRTJA,462.0,False
BÁCS-KISKUN,Kecskemét 2,DR. SZEBERÉNYI GYULA TAMÁS,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,26606.0,True
BÁCS-KISKUN,Kecskemét 2,BODROZSÁN ALEXANDRA,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,17208.0,False
BÁCS-KISKUN,Kecskemét 2,FARAGÓ DÁNIEL,MI HAZÁNK MOZGALOM,3512.0,False
BÁCS-KISKUN,Kecskemét 2,KARIKÓ ÁGNES,MAGYAR KÉTFARKÚ KUTYA PÁRT,2274.0,False
BÁCS-KISKUN,Kecskemét 2,SÁNTA LÁSZLÓ,NORMÁLIS ÉLET PÁRTJA,597.0,False
BÁCS-KISKUN,Kiskunfélegyháza,LEZSÁK SÁNDOR,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,29835.0,True
BÁCS-KISKUN,Kiskunfélegyháza,KIS-SZENICZEY KÁLMÁN,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,11727.0,False
BÁCS-KISKUN,Kiskunfélegyháza,BALDE GYULA,MI HAZÁNK MOZGALOM,3427.0,False
BÁCS-KISKUN,Kiskunfélegyháza,FARKAS BENCE,MAGYAR KÉTFARKÚ KUTYA PÁRT,1529.0,False
BÁCS-KISKUN,Kiskunfélegyháza,KONCZ DÓRA,MEGOLDÁS MOZGALOM,864.0,False
BÁCS-KISKUN,Kiskunhalas,BÁNYAI GÁBOR,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,25763.0,True
BÁCS-KISKUN,Kiskunhalas,MOLNÁR LÁSZLÓ,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,12218.0,False
BÁCS-KISKUN,Kiskunhalas,SZABADI ISTVÁN,MI HAZÁNK MOZGALOM,4205.0,False
BÁCS-KISKUN,Kiskunhalas,FEHÉRVÁRI DÓRA,MEGOLDÁS MOZGALOM,641.0,False
BÉKÉS,Békés,DANKÓ BÉLA,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,25716.0,True
BÉKÉS,Békés,DR. KONDÉ GÁBOR,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,13086.0,False
BÉKÉS,Békés,FÖLDESI MIHÁLY,MI HAZÁNK MOZGALOM,3873.0,False
BÉKÉS,Békés,PAPP ÁKOS,MAGYAR KÉTFARKÚ KUTYA PÁRT,1090.0,False
BÉKÉS,Békés,TAKÁCS ÁDÁM,MEGOLDÁS MOZGALOM,462.0,False
BÉKÉS,Békés,BÓDIZS ISTVÁN,NORMÁLIS ÉLET PÁRTJA,331.0,False
BÉKÉS,Békéscsaba,HERCZEG TAMÁS,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,22920.0,True
BÉKÉS,Békéscsaba,STUMMER JÁNOS,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,19019.0,False
BÉKÉS,Békéscsaba,GYEBNÁR DÁVID,MI HAZÁNK MOZGALOM,3167.0,False
BÉKÉS,Békéscsaba,DEBRECZENI GERGŐ,MAGYAR KÉTFARKÚ KUTYA PÁRT,1142.0,False
BÉKÉS,Békéscsaba,SZEGEDI ÉVA,MEGOLDÁS MOZGALOM,436.0,False
BÉKÉS,Békéscsaba,SZEKERCZÉS ANDRÁS,NORMÁLIS ÉLET PÁRTJA,391.0,False
BÉKÉS,Békéscsaba,CSURÁR IBOLYA,Független jelölt,154.0,False
BÉKÉS,Békéscsaba,FARAGÓ ANETT,Független jelölt,113.0,False
BÉKÉS,Békéscsaba,FARAGÓ BETTI,Független jelölt,87.0,False
BÉKÉS,Békéscsaba,FARAGÓ GERGELY,Független jelölt,38.0,False
BÉKÉS,Békéscsaba,FARAGÓ LAJOS GERGELY,Független jelölt,20.0,False
BÉKÉS,Gyula,DR. KOVÁCS JÓZSEF,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,24623.0,True
BÉKÉS,Gyula,LEEL-ŐSSY GÁBOR,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,14982.0,False
BÉKÉS,Gyula,VIDÓ ATTILA,MI HAZÁNK MOZGALOM,2784.0,False
BÉKÉS,Gyula,MOLNÁR CSANÁD,MAGYAR KÉTFARKÚ KUTYA PÁRT,828.0,False
BÉKÉS,Gyula,DR. POMUCZNÉ NAGY ILDIKÓ ANNA,MEGOLDÁS MOZGALOM,541.0,False
BÉKÉS,Gyula,BÓDIZS-DARVASI DZSENIFER,NORMÁLIS ÉLET PÁRTJA,236.0,False
BÉKÉS,Gyula,UJJ GYÖRGY IMRE,MAGYAR MUNKÁSPÁRT-IGEN SZOLIDARITÁS MAGYARORSZÁGÉRT MOZGALOM,163.0,False
BÉKÉS,Orosháza,ERDŐS NORBERT,FIDESZ - MAGYAR POLGÁRI SZÖVETSÉG-KERESZTÉNYDEMOKRATA NÉPPÁRT,22379.0,True
BÉKÉS,Orosháza,DR. SZABÓ ERVIN,DEMOKRATIKUS KOALÍCIÓ-JOBBIK MAGYARORSZÁGÉRT MOZGALOM-MOMENTUM MOZGALOM-MAGYAR SZOCIALISTA PÁRT-LMP - MAGYARORSZÁG ZÖLD PÁRTJA-PÁRBESZÉD MAGYARORSZÁGÉRT PÁRT,17821.0,False
