,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Target
239,LP001875,Male,No,0,Graduate,No,4095,3447.0,151,360,1,Rural,Y
240,LP001656,Male,No,0,Graduate,No,12000,0.0,164,360,1,Semiurban,N
241,LP002361,Male,Yes,0,Graduate,No,1820,1719.0,100,360,1,Urban,Y
242,LP002467,Male,Yes,0,Graduate,No,3708,2569.0,173,360,1,Urban,N
243,LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218,360,0,Rural,N
244,LP002211,Male,Yes,0,Graduate,No,4817,923.0,120,180,1,Urban,Y
245,LP002524,Male,No,2,Graduate,No,5532,4648.0,162,360,1,Rural,Y
246,LP002832,Male,Yes,2,Graduate,No,8799,0.0,258,360,0,Urban,N
247,LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104,360,0,Urban,N
248,LP001478,Male,No,0,Graduate,No,2718,0.0,70,360,1,Semiurban,Y
249,LP001894,Male,Yes,0,Graduate,No,2620,2223.0,150,360,1,Semiurban,Y
250,LP002894,Female,Yes,0,Graduate,No,3166,0.0,36,360,1,Semiurban,Y
251,LP002284,Male,No,0,Not Graduate,No,3902,1666.0,109,360,1,Rural,Y
252,LP002305,Female,No,0,Graduate,No,4547,0.0,115,360,1,Semiurban,Y
253,LP001343,Male,Yes,0,Graduate,No,1759,3541.0,131,360,1,Semiurban,Y
254,LP001936,Male,Yes,0,Graduate,No,3075,2416.0,139,360,1,Rural,Y
255,LP002788,Male,Yes,0,Not Graduate,No,2454,2333.0,181,360,0,Urban,N
256,LP001535,Male,No,0,Graduate,No,3254,0.0,50,360,1,Urban,Y
257,LP002892,Male,Yes,2,Graduate,No,6540,0.0,205,360,1,Semiurban,Y
258,LP001636,Male,Yes,0,Graduate,No,4600,0.0,73,180,1,Semiurban,Y
259,LP001038,Male,Yes,0,Not Graduate,No,4887,0.0,133,360,1,Rural,N
260,LP001572,Male,Yes,0,Graduate,No,9323,0.0,75,180,1,Urban,Y
261,LP001385,Male,No,0,Graduate,No,5316,0.0,136,360,1,Urban,Y
262,LP001726,Male,Yes,0,Graduate,No,3727,1775.0,131,360,1,Semiurban,Y
263,LP002308,Male,Yes,0,Not Graduate,No,2167,2400.0,115,360,1,Urban,Y
264,LP002449,Male,Yes,0,Graduate,No,2483,2466.0,90,180,0,Rural,Y
265,LP001112,Female,Yes,0,Graduate,No,3667,1459.0,144,360,1,Semiurban,Y
266,LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105,360,0,Rural,N
267,LP001953,Male,Yes,1,Graduate,No,6875,0.0,200,360,1,Semiurban,Y
268,LP001955,Female,No,0,Graduate,No,5000,2541.0,151,480,1,Rural,N
269,LP001658,Male,No,0,Graduate,No,3858,0.0,76,360,1,Semiurban,Y
270,LP002652,Male,No,0,Graduate,No,5815,3666.0,311,360,1,Rural,N
271,LP001279,Male,No,0,Graduate,No,2366,2531.0,136,360,1,Semiurban,Y
272,LP001917,Female,No,0,Graduate,No,1811,1666.0,54,360,1,Urban,Y
273,LP002948,Male,Yes,2,Graduate,No,5780,0.0,192,360,1,Urban,Y
274,LP001179,Male,Yes,2,Graduate,No,4616,0.0,134,360,1,Urban,N
275,LP002978,Female,No,0,Graduate,No,2900,0.0,71,360,1,Rural,Y
276,LP002098,Male,No,0,Graduate,No,2935,0.0,98,360,1,Semiurban,Y
277,LP001580,Male,Yes,2,Graduate,No,8000,0.0,200,360,1,Semiurban,Y
278,LP002731,Female,No,0,Not Graduate,Yes,18165,0.0,125,360,1,Urban,Y
279,LP002716,Male,No,0,Not Graduate,No,6783,0.0,130,360,1,Semiurban,Y
280,LP001836,Female,No,2,Graduate,No,3427,0.0,138,360,1,Urban,N
281,LP001233,Male,Yes,1,Graduate,No,10750,0.0,312,360,1,Urban,Y
282,LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121,360,0,Semiurban,N
283,LP001024,Male,Yes,2,Graduate,No,3200,700.0,70,360,1,Urban,Y
284,LP001334,Male,Yes,0,Not Graduate,No,4188,0.0,115,180,1,Semiurban,Y
285,LP002231,Female,No,0,Graduate,No,6000,0.0,156,360,1,Urban,Y
286,LP001120,Male,No,0,Graduate,No,1800,1213.0,47,360,1,Urban,Y
287,LP002958,Male,No,0,Graduate,No,3676,4301.0,172,360,1,Rural,Y
288,LP001325,Male,No,0,Not Graduate,No,3620,0.0,25,120,1,Semiurban,Y
289,LP002600,Male,Yes,1,Graduate,Yes,2895,0.0,95,360,1,Semiurban,Y
290,LP001691,Male,Yes,2,Not Graduate,No,3917,0.0,124,360,1,Semiurban,Y
291,LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149,360,0,Rural,N
292,LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125,60,1,Urban,Y
293,LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160,360,1,Semiurban,Y
294,LP002050,Male,Yes,1,Graduate,Yes,10000,0.0,155,360,1,Rural,N
295,LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138,360,1,Semiurban,Y
296,LP001711,Male,Yes,3+,Graduate,No,3430,1250.0,128,360,0,Semiurban,N
297,LP002116,Female,No,0,Graduate,No,2378,0.0,46,360,1,Rural,N
298,LP001225,Male,Yes,0,Graduate,No,5726,4595.0,258,360,1,Semiurban,N
299,LP001504,Male,No,0,Graduate,Yes,6950,0.0,175,180,1,Semiurban,Y
300,LP001253,Male,Yes,3+,Graduate,Yes,5266,1774.0,187,360,1,Semiurban,Y
301,LP002219,Male,Yes,3+,Graduate,No,8750,4996.0,130,360,1,Rural,Y
302,LP002369,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
303,LP001384,Male,Yes,3+,Not Graduate,No,2071,754.0,94,480,1,Semiurban,Y
304,LP002739,Male,Yes,0,Not Graduate,No,2917,536.0,66,360,1,Rural,N
305,LP001778,Male,Yes,1,Graduate,No,3155,1779.0,140,360,1,Semiurban,Y
306,LP001844,Male,No,0,Graduate,Yes,16250,0.0,192,360,0,Urban,N
307,LP001963,Male,Yes,1,Graduate,No,2014,2925.0,113,360,1,Urban,N
308,LP001938,Male,Yes,2,Graduate,No,4400,0.0,127,360,0,Semiurban,N
309,LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,279,180,1,Semiurban,Y
310,LP002776,Female,No,0,Graduate,No,5000,0.0,103,360,0,Semiurban,N
311,LP002855,Male,Yes,2,Graduate,No,16666,0.0,275,360,1,Urban,Y
312,LP002161,Female,No,1,Graduate,No,4723,0.0,81,360,1,Semiurban,N
313,LP002364,Male,Yes,0,Graduate,No,14880,0.0,96,360,1,Semiurban,Y
314,LP002705,Male,Yes,0,Graduate,No,3775,0.0,110,360,1,Semiurban,Y
315,LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120,180,1,Urban,N
316,LP001086,Male,No,0,Not Graduate,No,1442,0.0,35,360,1,Urban,N
317,LP001914,Male,Yes,0,Graduate,No,3927,800.0,112,360,1,Semiurban,Y
318,LP001520,Male,Yes,0,Graduate,No,4860,830.0,125,360,1,Semiurban,Y
319,LP001664,Male,No,0,Graduate,No,4191,0.0,120,360,1,Rural,Y
320,LP001751,Male,Yes,0,Graduate,No,3250,0.0,170,360,1,Rural,N
321,LP001806,Male,No,0,Graduate,No,2965,5701.0,155,60,1,Urban,Y
322,LP001319,Male,Yes,2,Not Graduate,No,3273,1820.0,81,360,1,Urban,Y
323,LP001900,Male,Yes,1,Graduate,No,2750,1842.0,115,360,1,Semiurban,Y
324,LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96,360,1,Urban,Y
325,LP001641,Male,Yes,1,Graduate,Yes,2178,0.0,66,300,0,Rural,N
326,LP001222,Female,No,0,Graduate,No,4166,0.0,116,360,0,Semiurban,N
327,LP002068,Male,No,0,Graduate,No,4917,0.0,130,360,0,Rural,Y
328,LP001451,Male,Yes,1,Graduate,Yes,10513,3850.0,160,180,0,Urban,N
329,LP001482,Male,Yes,0,Graduate,Yes,3459,0.0,25,120,1,Semiurban,Y
330,LP001872,Male,No,0,Graduate,Yes,5166,0.0,128,360,1,Semiurban,Y
331,LP002529,Male,Yes,2,Graduate,No,6700,1750.0,230,300,1,Semiurban,Y
332,LP002527,Male,Yes,2,Graduate,Yes,16525,1014.0,150,360,1,Rural,Y
333,LP001008,Male,No,0,Graduate,No,6000,0.0,141,360,1,Urban,Y
334,LP002706,Male,Yes,1,Not Graduate,No,5285,1430.0,161,360,0,Semiurban,Y
335,LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173,360,1,Semiurban,Y
336,LP002197,Male,Yes,2,Graduate,No,5185,0.0,155,360,1,Semiurban,Y
337,LP001698,Male,No,0,Not Graduate,No,3975,2531.0,55,360,1,Rural,Y
338,LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110,360,1,Rural,Y
339,LP002768,Male,No,0,Not Graduate,No,3358,0.0,80,36,1,Semiurban,N
340,LP001994,Female,No,0,Graduate,No,2400,1863.0,104,360,0,Urban,N
341,LP001716,Male,Yes,0,Graduate,No,3173,3021.0,137,360,1,Urban,Y
342,LP002723,Male,No,2,Graduate,No,3588,0.0,110,360,0,Rural,N
343,LP002407,Female,Yes,0,Not Graduate,Yes,7142,0.0,138,360,1,Rural,Y
344,LP002332,Male,Yes,0,Not Graduate,No,2253,2033.0,110,360,1,Rural,Y
345,LP001207,Male,Yes,0,Not Graduate,Yes,2609,3449.0,165,180,0,Rural,N
346,LP001608,Male,Yes,2,Graduate,No,2045,1619.0,101,360,1,Rural,Y
347,LP001119,Male,No,0,Graduate,No,3600,0.0,80,360,1,Urban,N
348,LP002534,Female,No,0,Not Graduate,No,4350,0.0,154,360,1,Rural,Y
349,LP002984,Male,Yes,2,Graduate,No,7583,0.0,187,360,1,Urban,Y
350,LP001825,Male,Yes,0,Graduate,No,1809,1868.0,90,360,1,Urban,Y
351,LP001243,Male,Yes,0,Graduate,No,3208,3066.0,172,360,1,Urban,Y
352,LP002741,Female,Yes,1,Graduate,No,4608,2845.0,140,180,1,Semiurban,Y
353,LP001849,Male,No,0,Not Graduate,No,6045,0.0,115,360,0,Rural,N
354,LP001657,Male,Yes,0,Not Graduate,No,6033,0.0,160,360,1,Urban,N
355,LP001073,Male,Yes,2,Not Graduate,No,4226,1040.0,110,360,1,Urban,Y
356,LP001790,Female,No,1,Graduate,No,3812,0.0,112,360,1,Rural,Y
357,LP001003,Male,Yes,1,Graduate,No,4583,1508.0,128,360,1,Rural,N
358,LP002587,Male,Yes,0,Not Graduate,No,2600,1700.0,107,360,1,Rural,Y
359,LP001228,Male,No,0,Not Graduate,No,3200,2254.0,126,180,0,Urban,N
360,LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158,360,1,Rural,Y
361,LP002225,Male,Yes,2,Graduate,No,5391,0.0,130,360,1,Urban,Y
362,LP001197,Male,Yes,0,Graduate,No,3366,2200.0,135,360,1,Rural,N
363,LP002795,Male,Yes,3+,Graduate,Yes,10139,0.0,260,360,1,Semiurban,Y
364,LP001708,Female,No,0,Graduate,No,10000,0.0,214,360,1,Semiurban,N
365,LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108,360,1,Rural,Y
366,LP002300,Female,No,0,Not Graduate,No,1963,0.0,53,360,1,Semiurban,Y
367,LP002983,Male,Yes,1,Graduate,No,8072,240.0,253,360,1,Urban,Y
368,LP002296,Male,No,0,Not Graduate,No,2755,0.0,65,300,1,Rural,N
369,LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,194,360,1,Rural,Y
370,LP001508,Male,Yes,2,Graduate,No,11757,0.0,187,180,1,Urban,Y
371,LP002473,Male,Yes,0,Graduate,No,8334,0.0,160,360,1,Semiurban,N
372,LP002053,Male,Yes,3+,Graduate,No,4342,189.0,124,360,1,Semiurban,Y
373,LP001248,Male,No,0,Graduate,No,3500,0.0,81,300,1,Semiurban,Y
374,LP002619,Male,Yes,0,Not Graduate,No,3814,1483.0,124,300,1,Semiurban,Y
375,LP002277,Female,No,0,Graduate,No,3180,0.0,71,360,0,Urban,N
376,LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146,360,0,Rural,N
377,LP001401,Male,Yes,1,Graduate,No,14583,0.0,185,180,1,Rural,Y
378,LP002484,Male,Yes,3+,Graduate,No,7740,0.0,128,180,1,Urban,Y
379,LP002585,Male,Yes,0,Graduate,No,3597,2157.0,119,360,0,Rural,N
380,LP001841,Male,No,0,Not Graduate,Yes,2583,2167.0,104,360,1,Rural,Y
381,LP002820,Male,Yes,0,Graduate,No,5923,2054.0,211,360,1,Rural,Y
382,LP001744,Male,No,0,Graduate,No,2971,2791.0,144,360,1,Semiurban,Y
383,LP001552,Male,Yes,0,Graduate,No,4583,5625.0,255,360,1,Semiurban,Y
0,LP002684,Female,No,0,Not Graduate,No,3400,0.0,95,360,1,Rural,N
1,LP001907,Male,Yes,0,Graduate,No,14583,0.0,436,360,1,Semiurban,Y
2,LP001205,Male,Yes,0,Graduate,No,2500,3796.0,120,360,1,Urban,Y
3,LP001275,Male,Yes,1,Graduate,No,3988,0.0,50,240,1,Urban,Y
4,LP002455,Male,Yes,2,Graduate,No,3859,0.0,96,360,1,Semiurban,Y
5,LP001029,Male,No,0,Graduate,No,1853,2840.0,114,360,1,Rural,N
6,LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,133,180,1,Urban,Y
7,LP001047,Male,Yes,0,Not Graduate,No,2600,1911.0,116,360,0,Semiurban,N
8,LP002917,Female,No,0,Not Graduate,No,2165,0.0,70,360,1,Semiurban,Y
9,LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162,360,1,Semiurban,Y
10,LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178,360,0,Semiurban,N
11,LP001265,Female,No,0,Graduate,No,3846,0.0,111,360,1,Semiurban,Y
12,LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300,360,1,Rural,Y
13,LP002140,Male,No,0,Graduate,No,8750,4167.0,308,360,1,Rural,N
14,LP002740,Male,Yes,3+,Graduate,No,6417,0.0,157,180,1,Rural,Y
15,LP002143,Female,Yes,0,Graduate,No,2423,505.0,130,360,1,Semiurban,Y
16,LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135,360,1,Urban,Y
17,LP001498,Male,No,0,Graduate,No,5417,0.0,168,360,1,Urban,Y
18,LP002409,Male,Yes,0,Graduate,No,7901,1833.0,180,360,1,Rural,Y
19,LP002670,Female,Yes,2,Graduate,No,2031,1632.0,113,480,1,Semiurban,Y
20,LP001492,Male,No,0,Graduate,No,14999,0.0,242,360,0,Semiurban,N
21,LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148,360,1,Urban,Y
22,LP002297,Male,No,0,Graduate,No,2500,20000.0,103,360,1,Semiurban,Y
23,LP002367,Female,No,1,Not Graduate,No,4606,0.0,81,360,1,Rural,N
24,LP001014,Male,Yes,3+,Graduate,No,3036,2504.0,158,360,0,Semiurban,N
25,LP002288,Male,Yes,2,Not Graduate,No,2889,0.0,45,180,0,Urban,N
26,LP001263,Male,Yes,3+,Graduate,No,3167,4000.0,180,300,0,Semiurban,N
27,LP002422,Male,No,1,Graduate,No,37719,0.0,152,360,1,Semiurban,Y
28,LP002114,Female,No,0,Graduate,No,4160,0.0,71,360,1,Semiurban,Y
29,LP002453,Male,No,0,Graduate,Yes,7085,0.0,84,360,1,Semiurban,Y
30,LP001884,Female,No,1,Graduate,No,2876,1560.0,90,360,1,Urban,Y
31,LP001616,Male,Yes,1,Graduate,No,3750,0.0,116,360,1,Semiurban,Y
32,LP001241,Female,No,0,Graduate,No,4300,0.0,136,360,0,Semiurban,N
33,LP002543,Male,Yes,2,Graduate,No,8333,0.0,246,360,1,Semiurban,Y
34,LP001835,Male,Yes,0,Not Graduate,No,1668,3890.0,201,360,0,Semiurban,N
35,LP001036,Female,No,0,Graduate,No,3510,0.0,76,360,0,Urban,N
36,LP002536,Male,Yes,3+,Not Graduate,No,3095,0.0,113,360,1,Rural,Y
37,LP001282,Male,Yes,0,Graduate,No,2500,2118.0,104,360,1,Semiurban,Y
38,LP002318,Female,No,1,Not Graduate,Yes,3867,0.0,62,360,1,Semiurban,N
39,LP002141,Male,Yes,3+,Graduate,No,2666,2083.0,95,360,1,Rural,Y
40,LP001702,Male,No,0,Graduate,No,3418,0.0,127,360,1,Semiurban,N
41,LP002086,Female,Yes,0,Graduate,No,4333,2451.0,110,360,1,Urban,N
42,LP002637,Male,No,0,Not Graduate,No,3598,1287.0,100,360,1,Rural,N
43,LP001935,Male,No,0,Graduate,No,9508,0.0,187,360,1,Rural,Y
44,LP001776,Female,No,0,Graduate,No,8333,0.0,280,360,1,Semiurban,Y
45,LP002281,Male,Yes,0,Graduate,No,3033,1459.0,95,360,1,Urban,Y
46,LP002131,Male,Yes,2,Not Graduate,No,3083,2168.0,126,360,1,Urban,Y
47,LP001594,Male,Yes,0,Graduate,No,5708,5625.0,187,360,1,Semiurban,Y
48,LP001846,Female,No,3+,Graduate,No,3083,0.0,255,360,1,Rural,Y
49,LP002239,Male,No,0,Not Graduate,No,2346,1600.0,132,360,1,Semiurban,Y
50,LP001892,Male,No,0,Graduate,No,2833,1857.0,126,360,1,Rural,Y
51,LP001665,Male,Yes,1,Graduate,No,3125,2583.0,170,360,1,Semiurban,N
52,LP002868,Male,Yes,2,Graduate,No,3159,461.0,108,84,1,Urban,Y
53,LP002537,Male,Yes,0,Graduate,No,2083,3150.0,128,360,1,Semiurban,Y
54,LP001431,Female,No,0,Graduate,No,2137,8980.0,137,360,0,Semiurban,Y
55,LP001198,Male,Yes,1,Graduate,No,8080,2250.0,180,360,1,Urban,Y
56,LP002112,Male,Yes,2,Graduate,Yes,2500,4600.0,176,360,1,Rural,Y
57,LP001743,Male,Yes,2,Graduate,No,4009,1717.0,116,360,1,Semiurban,Y
58,LP002500,Male,Yes,3+,Not Graduate,No,2947,1664.0,70,180,0,Urban,N
59,LP002622,Male,Yes,2,Graduate,No,3510,4416.0,243,360,1,Rural,Y
60,LP001560,Male,Yes,0,Not Graduate,No,1863,1041.0,98,360,1,Semiurban,Y
61,LP001421,Male,Yes,0,Graduate,No,5568,2142.0,175,360,1,Rural,N
62,LP001996,Male,No,0,Graduate,No,20233,0.0,480,360,1,Rural,N
63,LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107,360,1,Rural,Y
64,LP001507,Male,Yes,0,Graduate,No,2698,2034.0,122,360,1,Semiurban,Y
65,LP001673,Male,No,0,Graduate,Yes,11000,0.0,83,360,1,Urban,N
66,LP001531,Male,No,0,Graduate,No,9166,0.0,244,360,1,Urban,N
67,LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187,360,1,Rural,N
68,LP001637,Male,Yes,1,Graduate,No,33846,0.0,260,360,1,Semiurban,N
69,LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175,360,1,Semiurban,Y
70,LP001750,Male,Yes,0,Graduate,No,6250,0.0,128,360,1,Semiurban,Y
71,LP002002,Female,No,0,Graduate,No,2917,0.0,84,360,1,Semiurban,Y
72,LP001736,Male,Yes,0,Graduate,No,2221,0.0,60,360,0,Urban,N
73,LP001870,Female,No,1,Graduate,No,3481,0.0,155,36,1,Semiurban,N
74,LP002443,Male,Yes,2,Graduate,No,3340,1710.0,150,360,0,Rural,N
75,LP001256,Male,No,0,Graduate,No,3750,4750.0,176,360,1,Urban,N
76,LP002194,Female,No,0,Graduate,Yes,15759,0.0,55,360,1,Semiurban,Y
77,LP001693,Female,No,0,Graduate,No,3244,0.0,80,360,1,Urban,Y
78,LP001603,Male,Yes,0,Not Graduate,Yes,4344,736.0,87,360,1,Semiurban,N
79,LP001138,Male,Yes,1,Graduate,No,5649,0.0,44,360,1,Urban,Y
80,LP001978,Male,No,0,Graduate,No,4000,2500.0,140,360,1,Rural,Y
81,LP002345,Male,Yes,0,Graduate,No,1025,2773.0,112,360,1,Rural,Y
82,LP001488,Male,Yes,3+,Graduate,No,4000,7750.0,290,360,1,Semiurban,N
83,LP001819,Male,Yes,1,Not Graduate,No,6608,0.0,137,180,1,Urban,Y
84,LP002547,Male,Yes,1,Graduate,No,18333,0.0,500,360,1,Urban,N
85,LP002699,Male,Yes,2,Graduate,Yes,17500,0.0,400,360,1,Rural,Y
86,LP002126,Male,Yes,3+,Not Graduate,No,3173,0.0,74,360,1,Semiurban,Y
87,LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106,360,0,Semiurban,N
88,LP002531,Male,Yes,1,Graduate,Yes,16667,2250.0,86,360,1,Semiurban,Y
89,LP001562,Male,Yes,0,Graduate,No,7933,0.0,275,360,1,Urban,N
90,LP001097,Male,No,1,Graduate,Yes,4692,0.0,106,360,1,Rural,N
91,LP001536,Male,Yes,3+,Graduate,No,39999,0.0,600,180,0,Semiurban,Y
92,LP001367,Male,Yes,1,Graduate,No,3052,1030.0,100,360,1,Urban,Y
93,LP002160,Male,Yes,3+,Graduate,No,5167,3167.0,200,360,1,Semiurban,Y
94,LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157,360,1,Rural,Y
95,LP001666,Male,No,0,Graduate,No,8333,3750.0,187,360,1,Rural,Y
